Game,Step,Mean,SE,Num_Trials,Mean_Wall_Clock_Time,Cumulative_Wall_Clock_Time
space_invaders,11,778.0,123.8305293536291,5,96.68,1338.81
space_invaders,12,792.0,120.39102956615996,5,106.55,1445.35
space_invaders,13,835.0,107.56393447619885,5,118.02,1563.38
space_invaders,14,856.0,102.92472977861054,5,114.26,1677.63
space_invaders,15,908.0,76.42970626660815,5,97.77,1775.4
space_invaders,16,908.0,76.42970626660815,5,140.67,1916.07
space_invaders,17,908.0,76.42970626660815,5,104.12,1999.36
space_invaders,18,908.0,76.42970626660815,5,120.5,2095.76
space_invaders,19,929.0,71.01760345153869,5,86.15,2164.68
space_invaders,20,929.0,71.01760345153869,5,0.0,2164.68
space_invaders_horizon1,0,570.0,0.0,4,109.84,109.84
space_invaders_horizon1,1,570.0,0.0,4,109.97,219.81
space_invaders_horizon1,2,570.0,0.0,4,109.22,329.03
space_invaders_horizon1,3,570.0,0.0,4,93.14,422.18
space_invaders_horizon1,4,570.0,0.0,4,88.16,510.34
space_invaders_horizon1,5,570.0,0.0,4,95.58,605.92
space_invaders_horizon1,6,570.0,0.0,4,101.74,707.66
space_invaders_horizon1,7,570.0,0.0,4,98.9,806.56
space_invaders_horizon1,8,570.0,0.0,4,116.82,923.38
space_invaders_horizon1,9,570.0,0.0,4,85.35,1008.72
space_invaders_horizon1,10,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,11,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,12,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,13,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,14,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,15,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,16,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,17,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,18,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,19,570.0,0.0,4,0.0,1008.72
space_invaders_horizon1,20,570.0,0.0,4,0.0,1008.72
